"administrative_level_2","administrative_level_3","day","retail_and_recreation","grocery_and_pharmacy","parks","transit_stations","workplaces","residential"
"Alytaus apskr.","Varėnos r.",2020-07-01,NA,NA,NA,NA,-3,NA
"Alytaus apskr.","Varėnos r.",2020-07-02,NA,NA,NA,NA,-6,NA
"Alytaus apskr.","Varėnos r.",2020-07-03,NA,NA,NA,NA,-9,NA
"Alytaus apskr.","Varėnos r.",2020-07-06,NA,NA,NA,NA,-54,NA
"Alytaus apskr.","Varėnos r.",2020-07-07,NA,NA,NA,NA,-10,NA
"Alytaus apskr.","Varėnos r.",2020-07-08,NA,NA,NA,NA,-9,NA
"Alytaus apskr.","Varėnos r.",2020-07-09,NA,NA,NA,NA,-6,NA
"Alytaus apskr.","Varėnos r.",2020-07-10,NA,NA,NA,NA,-6,NA
"Alytaus apskr.","Varėnos r.",2020-07-13,NA,NA,NA,NA,-9,NA
"Alytaus apskr.","Varėnos r.",2020-07-14,NA,NA,NA,NA,-9,NA
"Alytaus apskr.","Varėnos r.",2020-07-15,NA,NA,NA,NA,-11,NA
"Alytaus apskr.","Varėnos r.",2020-07-16,NA,NA,NA,NA,-9,NA
"Alytaus apskr.","Varėnos r.",2020-07-17,NA,NA,NA,NA,-13,NA
"Alytaus apskr.","Varėnos r.",2020-07-20,NA,NA,NA,NA,-11,NA
"Alytaus apskr.","Varėnos r.",2020-07-21,NA,NA,NA,NA,-14,NA
"Alytaus apskr.","Varėnos r.",2020-07-22,NA,NA,NA,NA,-12,NA
"Alytaus apskr.","Varėnos r.",2020-07-23,NA,NA,NA,NA,-12,NA
"Alytaus apskr.","Varėnos r.",2020-07-24,NA,NA,NA,NA,-15,NA
"Alytaus apskr.","Varėnos r.",2020-07-27,NA,NA,NA,NA,-10,NA
"Alytaus apskr.","Varėnos r.",2020-07-28,NA,NA,NA,NA,-14,NA
"Alytaus apskr.","Varėnos r.",2020-07-29,NA,NA,NA,NA,-10,NA
"Alytaus apskr.","Varėnos r.",2020-07-30,NA,NA,NA,NA,-12,NA
"Alytaus apskr.","Varėnos r.",2020-07-31,NA,NA,NA,NA,-14,NA
"Alytaus apskr.","Varėnos r.",2020-08-03,NA,NA,NA,NA,-12,NA
"Alytaus apskr.","Varėnos r.",2020-08-04,NA,NA,NA,NA,-15,NA
"Alytaus apskr.","Varėnos r.",2020-08-05,NA,NA,NA,NA,-8,NA
"Alytaus apskr.","Varėnos r.",2020-08-06,NA,NA,NA,NA,-10,NA
"Alytaus apskr.","Varėnos r.",2020-08-07,NA,NA,NA,NA,-11,NA
"Alytaus apskr.","Varėnos r.",2020-08-10,NA,NA,NA,NA,-16,NA
"Alytaus apskr.","Varėnos r.",2020-08-11,NA,NA,NA,NA,-14,NA
"Alytaus apskr.","Varėnos r.",2020-08-12,NA,NA,NA,NA,-14,NA
"Alytaus apskr.","Varėnos r.",2020-08-13,NA,NA,NA,NA,-11,NA
"Alytaus apskr.","Varėnos r.",2020-08-14,NA,NA,NA,NA,-15,NA
"Alytaus apskr.","Varėnos r.",2020-09-11,NA,NA,NA,NA,-5,NA
"Alytaus apskr.","Varėnos r.",2020-09-14,NA,NA,NA,NA,-3,NA
"Alytaus apskr.","Varėnos r.",2020-09-15,NA,NA,NA,NA,-2,NA
"Alytaus apskr.","Varėnos r.",2020-09-16,NA,NA,NA,NA,-1,NA
"Alytaus apskr.","Varėnos r.",2020-09-17,NA,NA,NA,NA,-1,NA
"Alytaus apskr.","Varėnos r.",2020-09-18,NA,NA,NA,NA,-5,NA
"Alytaus apskr.","Varėnos r.",2020-09-21,NA,NA,NA,NA,-1,NA
"Alytaus apskr.","Varėnos r.",2020-09-22,NA,NA,NA,NA,-2,NA
"Alytaus apskr.","Varėnos r.",2020-09-23,NA,NA,NA,NA,2,NA
"Alytaus apskr.","Varėnos r.",2020-09-24,NA,NA,NA,NA,7,NA
"Alytaus apskr.","Varėnos r.",2020-09-25,NA,NA,NA,NA,3,NA
"Alytaus apskr.","Varėnos r.",2020-09-28,NA,NA,NA,NA,9,NA
"Alytaus apskr.","Varėnos r.",2020-09-29,NA,NA,NA,NA,7,NA
"Alytaus apskr.","Varėnos r.",2020-09-30,NA,NA,NA,NA,8,NA
"Alytaus apskr.","Varėnos r.",2020-10-01,NA,NA,NA,NA,7,NA
"Alytaus apskr.","Varėnos r.",2020-10-02,NA,NA,NA,NA,6,NA
"Alytaus apskr.","Varėnos r.",2020-10-05,NA,NA,NA,NA,3,NA
"Alytaus apskr.","Varėnos r.",2020-10-06,NA,NA,NA,NA,2,NA
"Alytaus apskr.","Varėnos r.",2020-10-07,NA,NA,NA,NA,5,NA
"Alytaus apskr.","Varėnos r.",2020-10-08,NA,NA,NA,NA,7,NA
"Alytaus apskr.","Varėnos r.",2020-10-09,NA,NA,NA,NA,-2,NA
"Alytaus apskr.","Varėnos r.",2020-10-12,NA,NA,NA,NA,0,NA
"Alytaus apskr.","Varėnos r.",2020-10-13,NA,NA,NA,NA,0,NA
"Alytaus apskr.","Varėnos r.",2020-10-14,NA,NA,NA,NA,7,NA
"Alytaus apskr.","Varėnos r.",2020-10-15,NA,NA,NA,NA,5,NA
"Alytaus apskr.","Varėnos r.",2020-10-16,NA,NA,NA,NA,4,NA
"Alytaus apskr.","Varėnos r.",2020-10-19,NA,NA,NA,NA,2,NA
"Alytaus apskr.","Varėnos r.",2020-10-20,NA,NA,NA,NA,2,NA
"Alytaus apskr.","Varėnos r.",2020-10-21,NA,NA,NA,NA,5,NA
"Alytaus apskr.","Varėnos r.",2020-10-22,NA,NA,NA,NA,8,NA
"Alytaus apskr.","Varėnos r.",2020-10-23,NA,NA,NA,NA,1,NA
"Alytaus apskr.","Varėnos r.",2020-10-26,NA,NA,NA,NA,-22,NA
"Alytaus apskr.","Varėnos r.",2020-10-27,NA,NA,NA,NA,-19,NA
"Alytaus apskr.","Varėnos r.",2020-10-28,NA,NA,NA,NA,-18,NA
"Alytaus apskr.","Varėnos r.",2020-10-29,NA,NA,NA,NA,-21,NA
"Alytaus apskr.","Varėnos r.",2020-10-30,NA,NA,NA,NA,-23,NA
"Alytaus apskr.","Varėnos r.",2020-11-02,NA,NA,NA,NA,-70,NA
"Alytaus apskr.","Varėnos r.",2020-11-03,NA,NA,NA,NA,-18,NA
"Alytaus apskr.","Varėnos r.",2020-11-04,NA,NA,NA,NA,-21,NA
"Alytaus apskr.","Varėnos r.",2020-11-05,NA,NA,NA,NA,-18,NA
"Alytaus apskr.","Varėnos r.",2020-11-06,NA,NA,NA,NA,-17,NA
"Alytaus apskr.","Varėnos r.",2020-11-07,NA,NA,19,NA,NA,NA
"Alytaus apskr.","Varėnos r.",2020-11-09,NA,NA,NA,NA,-21,NA
"Alytaus apskr.","Varėnos r.",2020-11-10,NA,NA,NA,NA,-19,NA
"Alytaus apskr.","Varėnos r.",2020-11-11,NA,NA,NA,NA,-21,NA
"Alytaus apskr.","Varėnos r.",2020-11-12,NA,NA,NA,NA,-20,NA
"Alytaus apskr.","Varėnos r.",2020-11-13,NA,NA,NA,NA,-20,NA
"Alytaus apskr.","Varėnos r.",2020-11-14,NA,NA,9,NA,-16,NA
"Alytaus apskr.","Varėnos r.",2020-11-16,NA,NA,NA,NA,-23,NA
"Alytaus apskr.","Varėnos r.",2020-11-17,NA,NA,NA,NA,-20,NA
"Alytaus apskr.","Varėnos r.",2020-11-18,NA,NA,NA,NA,-24,NA
"Alytaus apskr.","Varėnos r.",2020-11-19,NA,NA,NA,NA,-22,NA
"Alytaus apskr.","Varėnos r.",2020-11-20,NA,NA,NA,NA,-23,NA
"Alytaus apskr.","Varėnos r.",2020-11-21,NA,NA,8,NA,-18,NA
"Alytaus apskr.","Varėnos r.",2020-11-23,NA,NA,NA,NA,-25,NA
"Alytaus apskr.","Varėnos r.",2020-11-24,NA,NA,NA,NA,-30,NA
"Alytaus apskr.","Varėnos r.",2020-11-25,NA,NA,NA,NA,-28,NA
"Alytaus apskr.","Varėnos r.",2020-11-26,NA,NA,NA,NA,-26,NA
"Alytaus apskr.","Varėnos r.",2020-11-27,NA,NA,NA,NA,-26,NA
"Alytaus apskr.","Varėnos r.",2020-11-28,NA,NA,-19,NA,-20,NA
"Alytaus apskr.","Varėnos r.",2020-11-30,NA,NA,NA,NA,-29,NA
"Alytaus apskr.","Varėnos r.",2020-12-01,NA,NA,NA,NA,-26,NA
"Alytaus apskr.","Varėnos r.",2020-12-02,NA,NA,NA,NA,-25,NA
"Alytaus apskr.","Varėnos r.",2020-12-03,NA,NA,NA,NA,-23,NA
"Alytaus apskr.","Varėnos r.",2020-12-04,NA,NA,NA,NA,-26,NA
"Alytaus apskr.","Varėnos r.",2020-12-05,NA,NA,-29,NA,NA,NA
"Alytaus apskr.","Varėnos r.",2020-12-07,NA,NA,NA,NA,-28,NA
"Alytaus apskr.","Varėnos r.",2020-12-08,NA,NA,NA,NA,-26,NA
"Alytaus apskr.","Varėnos r.",2020-12-09,NA,NA,NA,NA,-26,NA
"Alytaus apskr.","Varėnos r.",2020-12-10,NA,NA,NA,NA,-22,NA
"Alytaus apskr.","Varėnos r.",2020-12-11,NA,NA,NA,NA,-29,NA
"Alytaus apskr.","Varėnos r.",2020-12-12,NA,NA,-27,NA,-21,NA
"Alytaus apskr.","Varėnos r.",2020-12-14,NA,NA,NA,NA,-32,NA
"Alytaus apskr.","Varėnos r.",2020-12-15,NA,NA,NA,NA,-28,NA
"Alytaus apskr.","Varėnos r.",2020-12-16,NA,NA,NA,NA,-37,NA
"Alytaus apskr.","Varėnos r.",2020-12-17,NA,NA,NA,NA,-37,NA
"Alytaus apskr.","Varėnos r.",2020-12-18,NA,NA,NA,NA,-38,NA
"Alytaus apskr.","Varėnos r.",2020-12-19,NA,NA,-50,NA,-27,NA
"Alytaus apskr.","Varėnos r.",2020-12-20,NA,NA,-38,NA,NA,NA
"Alytaus apskr.","Varėnos r.",2020-12-21,NA,NA,NA,NA,-42,NA
"Alytaus apskr.","Varėnos r.",2020-12-22,NA,NA,NA,NA,-43,NA
"Alytaus apskr.","Varėnos r.",2020-12-23,NA,NA,NA,NA,-48,NA
"Alytaus apskr.","Varėnos r.",2020-12-24,NA,NA,NA,NA,-79,NA
"Alytaus apskr.","Varėnos r.",2020-12-25,NA,NA,NA,NA,-84,NA
"Alytaus apskr.","Varėnos r.",2020-12-26,NA,NA,-54,NA,-42,NA
"Alytaus apskr.","Varėnos r.",2020-12-27,NA,NA,-33,NA,NA,NA
"Alytaus apskr.","Varėnos r.",2020-12-28,NA,NA,NA,NA,-46,NA
"Alytaus apskr.","Varėnos r.",2020-12-29,NA,NA,NA,NA,-43,NA
"Alytaus apskr.","Varėnos r.",2020-12-30,NA,NA,NA,NA,-44,NA
"Alytaus apskr.","Varėnos r.",2020-12-31,NA,NA,NA,NA,-53,NA
"Kauno apskr.","Jonavos r.",2020-02-15,8,NA,NA,8,5,NA
"Kauno apskr.","Jonavos r.",2020-02-16,2,NA,NA,NA,7,NA
"Kauno apskr.","Jonavos r.",2020-02-17,5,5,NA,2,-16,4
"Kauno apskr.","Jonavos r.",2020-02-18,3,5,NA,-5,-15,2
"Kauno apskr.","Jonavos r.",2020-02-19,7,-4,NA,1,-16,2
"Kauno apskr.","Jonavos r.",2020-02-20,11,1,NA,6,-19,2
"Kauno apskr.","Jonavos r.",2020-02-21,-1,-1,NA,-6,-17,4
"Kauno apskr.","Jonavos r.",2020-02-22,-1,NA,NA,4,2,NA
"Kauno apskr.","Jonavos r.",2020-02-23,0,NA,NA,NA,1,NA
"Kauno apskr.","Jonavos r.",2020-02-24,8,12,NA,NA,2,0
"Kauno apskr.","Jonavos r.",2020-02-25,-4,6,NA,-13,3,2
"Kauno apskr.","Jonavos r.",2020-02-26,2,2,NA,NA,2,0
"Kauno apskr.","Jonavos r.",2020-02-27,-2,6,NA,6,-1,1
"Kauno apskr.","Jonavos r.",2020-02-28,-5,8,NA,-9,2,1
"Kauno apskr.","Jonavos r.",2020-02-29,6,NA,NA,-1,-1,NA
"Kauno apskr.","Jonavos r.",2020-03-01,1,NA,NA,NA,2,NA
"Kauno apskr.","Jonavos r.",2020-03-02,6,1,NA,NA,1,1
"Kauno apskr.","Jonavos r.",2020-03-03,-6,-2,NA,-6,3,1
"Kauno apskr.","Jonavos r.",2020-03-04,0,-5,NA,-1,2,1
"Kauno apskr.","Jonavos r.",2020-03-05,8,2,NA,-1,2,0
"Kauno apskr.","Jonavos r.",2020-03-06,2,7,NA,7,2,0
"Kauno apskr.","Jonavos r.",2020-03-07,6,NA,NA,16,5,NA
"Kauno apskr.","Jonavos r.",2020-03-08,32,NA,NA,NA,NA,NA
"Kauno apskr.","Jonavos r.",2020-03-09,2,5,NA,NA,1,0
"Kauno apskr.","Jonavos r.",2020-03-10,19,22,NA,6,0,-1
"Kauno apskr.","Jonavos r.",2020-03-11,-6,NA,NA,-25,-71,NA
"Kauno apskr.","Jonavos r.",2020-03-12,11,13,NA,-2,-1,0
"Kauno apskr.","Jonavos r.",2020-03-13,-1,15,NA,-4,-20,7
"Kauno apskr.","Jonavos r.",2020-03-14,2,NA,NA,-5,-7,NA
"Kauno apskr.","Jonavos r.",2020-03-15,24,NA,NA,NA,-1,NA
"Kauno apskr.","Jonavos r.",2020-03-16,-27,-12,NA,-35,-32,13
"Kauno apskr.","Jonavos r.",2020-03-17,-35,NA,NA,-55,-38,13
"Kauno apskr.","Jonavos r.",2020-03-18,-37,-21,NA,-57,-40,14
"Kauno apskr.","Jonavos r.",2020-03-19,-37,-32,NA,-53,-41,16
"Kauno apskr.","Jonavos r.",2020-03-20,-48,-10,NA,-60,-42,16
"Kauno apskr.","Jonavos r.",2020-03-21,-52,NA,NA,-67,-36,NA
"Kauno apskr.","Jonavos r.",2020-03-22,-50,NA,NA,NA,-27,NA
"Kauno apskr.","Jonavos r.",2020-03-23,-52,NA,NA,-66,-45,16
"Kauno apskr.","Jonavos r.",2020-03-24,-53,-16,NA,-71,-47,17
"Kauno apskr.","Jonavos r.",2020-03-25,-55,NA,NA,-63,-45,18
"Kauno apskr.","Jonavos r.",2020-03-26,-51,-26,NA,-65,-46,17
"Kauno apskr.","Jonavos r.",2020-03-27,-52,-25,NA,-65,-44,17
"Kauno apskr.","Jonavos r.",2020-03-28,-47,NA,NA,-66,-31,NA
"Kauno apskr.","Jonavos r.",2020-03-29,-62,NA,NA,NA,-21,NA
"Kauno apskr.","Jonavos r.",2020-03-30,-57,NA,NA,-71,-47,19
"Kauno apskr.","Jonavos r.",2020-03-31,-58,NA,NA,-69,-44,17
"Kauno apskr.","Jonavos r.",2020-04-01,-61,NA,NA,-67,-46,19
"Kauno apskr.","Jonavos r.",2020-04-02,-58,-33,NA,-72,-49,19
"Kauno apskr.","Jonavos r.",2020-04-03,-56,-25,NA,-73,-46,20
"Kauno apskr.","Jonavos r.",2020-04-04,-53,NA,NA,-61,-32,NA
"Kauno apskr.","Jonavos r.",2020-04-05,-49,NA,NA,NA,-19,NA
"Kauno apskr.","Jonavos r.",2020-04-06,-52,NA,NA,-69,-46,16
"Kauno apskr.","Jonavos r.",2020-04-07,-47,NA,NA,-64,-45,14
"Kauno apskr.","Jonavos r.",2020-04-08,-42,NA,NA,-52,-46,14
"Kauno apskr.","Jonavos r.",2020-04-09,-41,12,NA,-36,-47,16
"Kauno apskr.","Jonavos r.",2020-04-10,-49,7,NA,-32,-47,17
"Kauno apskr.","Jonavos r.",2020-04-11,-66,NA,NA,-66,-36,NA
"Kauno apskr.","Jonavos r.",2020-04-12,NA,NA,NA,NA,-33,NA
"Kauno apskr.","Jonavos r.",2020-04-13,-77,-55,NA,NA,-85,NA
"Kauno apskr.","Jonavos r.",2020-04-14,-55,NA,NA,-75,-45,17
"Kauno apskr.","Jonavos r.",2020-04-15,-49,NA,NA,-62,-49,19
"Kauno apskr.","Jonavos r.",2020-04-16,-47,NA,NA,-61,-45,18
"Kauno apskr.","Jonavos r.",2020-04-17,-46,-13,NA,-53,-44,18
"Kauno apskr.","Jonavos r.",2020-04-18,-42,NA,NA,-40,-28,NA
"Kauno apskr.","Jonavos r.",2020-04-19,-41,NA,NA,NA,-21,NA
"Kauno apskr.","Jonavos r.",2020-04-20,-41,NA,NA,-46,-42,16
"Kauno apskr.","Jonavos r.",2020-04-21,-42,-9,NA,-53,-41,14
"Kauno apskr.","Jonavos r.",2020-04-22,-36,NA,NA,-46,-41,12
"Kauno apskr.","Jonavos r.",2020-04-23,-34,-2,NA,-38,-41,12
"Kauno apskr.","Jonavos r.",2020-04-24,-39,-2,NA,-45,-41,12
"Kauno apskr.","Jonavos r.",2020-04-25,-31,NA,NA,-15,-17,NA
"Kauno apskr.","Jonavos r.",2020-04-26,-27,NA,NA,NA,-15,NA
"Kauno apskr.","Jonavos r.",2020-04-27,-35,NA,NA,-35,-38,12
"Kauno apskr.","Jonavos r.",2020-04-28,-33,0,NA,-27,-37,12
"Kauno apskr.","Jonavos r.",2020-04-29,-31,NA,NA,-23,-37,12
"Kauno apskr.","Jonavos r.",2020-04-30,-14,17,NA,-2,-36,9
"Kauno apskr.","Jonavos r.",2020-05-01,-41,-10,NA,-4,-73,NA
"Kauno apskr.","Jonavos r.",2020-05-02,-30,NA,NA,4,-17,NA
"Kauno apskr.","Jonavos r.",2020-05-03,-11,NA,NA,NA,-2,NA
"Kauno apskr.","Jonavos r.",2020-05-04,-35,NA,NA,-28,-36,11
"Kauno apskr.","Jonavos r.",2020-05-05,-32,NA,NA,-13,-36,10
"Kauno apskr.","Jonavos r.",2020-05-06,-31,NA,NA,-30,-36,13
"Kauno apskr.","Jonavos r.",2020-05-07,-31,NA,NA,-14,-35,11
"Kauno apskr.","Jonavos r.",2020-05-08,-27,6,NA,-4,-33,9
"Kauno apskr.","Jonavos r.",2020-05-09,-19,NA,NA,41,-7,NA
"Kauno apskr.","Jonavos r.",2020-05-10,-13,NA,NA,NA,NA,NA
"Kauno apskr.","Jonavos r.",2020-05-11,-26,NA,NA,-16,-35,12
"Kauno apskr.","Jonavos r.",2020-05-12,-26,NA,NA,-32,-34,12
"Kauno apskr.","Jonavos r.",2020-05-13,-28,NA,NA,-20,-35,14
"Kauno apskr.","Jonavos r.",2020-05-14,-19,NA,NA,-11,-33,11
"Kauno apskr.","Jonavos r.",2020-05-15,-26,48,NA,-4,-31,9
"Kauno apskr.","Jonavos r.",2020-05-16,-22,NA,NA,23,-6,NA
"Kauno apskr.","Jonavos r.",2020-05-17,-23,NA,NA,NA,5,NA
"Kauno apskr.","Jonavos r.",2020-05-18,-29,NA,NA,-5,-30,10
"Kauno apskr.","Jonavos r.",2020-05-19,-27,NA,NA,-9,-31,10
"Kauno apskr.","Jonavos r.",2020-05-20,-35,NA,NA,NA,-29,7
"Kauno apskr.","Jonavos r.",2020-05-21,-35,NA,NA,-4,-32,8
"Kauno apskr.","Jonavos r.",2020-05-22,-41,54,NA,1,-26,6
"Kauno apskr.","Jonavos r.",2020-05-23,-33,NA,NA,38,2,NA
"Kauno apskr.","Jonavos r.",2020-05-24,-52,NA,NA,NA,-3,NA
"Kauno apskr.","Jonavos r.",2020-05-25,-37,48,NA,4,-26,7
"Kauno apskr.","Jonavos r.",2020-05-26,-39,NA,NA,-6,-24,5
"Kauno apskr.","Jonavos r.",2020-05-27,-32,53,NA,6,-26,5
"Kauno apskr.","Jonavos r.",2020-05-28,-31,46,NA,22,-27,6
"Kauno apskr.","Jonavos r.",2020-05-29,-38,50,NA,-2,-23,5
"Kauno apskr.","Jonavos r.",2020-05-30,-38,NA,NA,43,8,NA
"Kauno apskr.","Jonavos r.",2020-05-31,-40,NA,NA,NA,NA,NA
"Kauno apskr.","Jonavos r.",2020-06-01,-30,47,NA,3,-23,5
"Kauno apskr.","Jonavos r.",2020-06-02,-36,42,NA,0,-23,4
"Kauno apskr.","Jonavos r.",2020-06-03,-34,44,NA,NA,-21,6
"Kauno apskr.","Jonavos r.",2020-06-04,-35,45,NA,9,-21,5
"Kauno apskr.","Jonavos r.",2020-06-05,-35,59,NA,22,-21,2
"Kauno apskr.","Jonavos r.",2020-06-06,-31,NA,NA,54,12,NA
"Kauno apskr.","Jonavos r.",2020-06-07,-35,NA,NA,NA,NA,NA
"Kauno apskr.","Jonavos r.",2020-06-08,-38,43,NA,3,-23,6
"Kauno apskr.","Jonavos r.",2020-06-09,-34,54,NA,4,-22,5
"Kauno apskr.","Jonavos r.",2020-06-10,-30,52,NA,NA,-21,4
"Kauno apskr.","Jonavos r.",2020-06-11,-27,60,NA,19,-21,3
"Kauno apskr.","Jonavos r.",2020-06-12,-28,71,NA,32,-20,1
"Kauno apskr.","Jonavos r.",2020-06-13,-35,NA,NA,NA,16,NA
"Kauno apskr.","Jonavos r.",2020-06-14,-40,NA,NA,NA,22,NA
"Kauno apskr.","Jonavos r.",2020-06-15,-28,55,NA,NA,-20,4
"Kauno apskr.","Jonavos r.",2020-06-16,-28,54,NA,13,-20,1
"Kauno apskr.","Jonavos r.",2020-06-17,-27,54,NA,NA,-20,2
"Kauno apskr.","Jonavos r.",2020-06-18,-29,57,NA,13,-19,1
"Kauno apskr.","Jonavos r.",2020-06-19,-29,70,NA,19,-19,-2
"Kauno apskr.","Jonavos r.",2020-06-20,-30,NA,NA,55,15,NA
"Kauno apskr.","Jonavos r.",2020-06-21,-30,NA,NA,NA,17,NA
"Kauno apskr.","Jonavos r.",2020-06-22,-25,65,NA,NA,-23,1
"Kauno apskr.","Jonavos r.",2020-06-23,30,114,NA,NA,-22,-5
"Kauno apskr.","Jonavos r.",2020-06-24,-44,NA,NA,-30,-70,NA
"Kauno apskr.","Jonavos r.",2020-06-25,-24,63,NA,NA,-23,1
"Kauno apskr.","Jonavos r.",2020-06-26,-34,61,NA,28,-23,-1
"Kauno apskr.","Jonavos r.",2020-06-27,-40,NA,NA,37,7,NA
"Kauno apskr.","Jonavos r.",2020-06-28,-34,NA,NA,NA,22,NA
"Kauno apskr.","Jonavos r.",2020-06-29,-29,61,NA,NA,-22,2
"Kauno apskr.","Jonavos r.",2020-06-30,-32,64,NA,16,-19,2
"Kauno apskr.","Jonavos r.",2020-07-01,-29,54,NA,NA,-20,2
"Kauno apskr.","Jonavos r.",2020-07-02,-25,NA,NA,9,-22,1
"Kauno apskr.","Jonavos r.",2020-07-03,-29,46,NA,17,-19,0
"Kauno apskr.","Jonavos r.",2020-07-04,-34,NA,NA,28,11,NA
"Kauno apskr.","Jonavos r.",2020-07-05,-30,NA,NA,NA,24,NA
"Kauno apskr.","Jonavos r.",2020-07-06,-45,NA,NA,-39,-73,NA
"Kauno apskr.","Jonavos r.",2020-07-07,-30,44,NA,15,-24,2
"Kauno apskr.","Jonavos r.",2020-07-08,-30,39,NA,NA,-23,3
"Kauno apskr.","Jonavos r.",2020-07-09,-29,37,NA,12,-25,2
"Kauno apskr.","Jonavos r.",2020-07-10,-33,55,NA,6,-24,1
"Kauno apskr.","Jonavos r.",2020-07-11,-30,NA,NA,39,14,NA
"Kauno apskr.","Jonavos r.",2020-07-12,-28,NA,NA,NA,23,NA
"Kauno apskr.","Jonavos r.",2020-07-13,-25,55,NA,NA,-28,1
"Kauno apskr.","Jonavos r.",2020-07-14,-24,58,NA,20,-27,1
"Kauno apskr.","Jonavos r.",2020-07-15,-21,53,NA,NA,-25,0
"Kauno apskr.","Jonavos r.",2020-07-16,-26,52,NA,NA,-26,-1
"Kauno apskr.","Jonavos r.",2020-07-17,-28,64,NA,17,-24,-2
"Kauno apskr.","Jonavos r.",2020-07-18,-24,NA,NA,42,7,NA
"Kauno apskr.","Jonavos r.",2020-07-19,-30,NA,NA,NA,14,NA
"Kauno apskr.","Jonavos r.",2020-07-20,-24,61,NA,NA,-28,1
"Kauno apskr.","Jonavos r.",2020-07-21,-27,60,NA,22,-26,2
"Kauno apskr.","Jonavos r.",2020-07-22,-28,51,NA,NA,-27,3
"Kauno apskr.","Jonavos r.",2020-07-23,-30,46,NA,27,-28,3
"Kauno apskr.","Jonavos r.",2020-07-24,-32,57,NA,12,-27,0
"Kauno apskr.","Jonavos r.",2020-07-25,-30,NA,NA,41,11,NA
"Kauno apskr.","Jonavos r.",2020-07-26,-28,NA,NA,NA,20,NA
"Kauno apskr.","Jonavos r.",2020-07-27,-25,56,NA,NA,-29,1
"Kauno apskr.","Jonavos r.",2020-07-28,-29,NA,NA,14,-27,2
"Kauno apskr.","Jonavos r.",2020-07-29,-27,52,NA,NA,-27,2
"Kauno apskr.","Jonavos r.",2020-07-30,-28,49,NA,18,-29,3
"Kauno apskr.","Jonavos r.",2020-07-31,-35,56,NA,6,-27,1
"Kauno apskr.","Jonavos r.",2020-08-01,-34,NA,NA,26,5,NA
"Kauno apskr.","Jonavos r.",2020-08-02,-25,NA,NA,NA,19,NA
"Kauno apskr.","Jonavos r.",2020-08-03,-25,48,NA,NA,-30,2
"Kauno apskr.","Jonavos r.",2020-08-04,-35,45,NA,13,-29,4
"Kauno apskr.","Jonavos r.",2020-08-05,-20,58,NA,NA,-28,1
"Kauno apskr.","Jonavos r.",2020-08-06,-21,49,NA,18,-29,0
"Kauno apskr.","Jonavos r.",2020-08-07,-29,55,NA,-2,-28,-2
"Kauno apskr.","Jonavos r.",2020-08-08,4,NA,NA,12,5,NA
"Kauno apskr.","Jonavos r.",2020-08-09,-2,NA,NA,NA,8,NA
"Kauno apskr.","Jonavos r.",2020-08-10,-19,65,NA,NA,-32,2
"Kauno apskr.","Jonavos r.",2020-08-11,-26,58,NA,14,-32,1
"Kauno apskr.","Jonavos r.",2020-08-12,-20,55,NA,NA,-31,0
"Kauno apskr.","Jonavos r.",2020-08-13,-22,56,NA,NA,-32,1
"Kauno apskr.","Jonavos r.",2020-08-14,-27,61,NA,18,-31,-1
"Kauno apskr.","Jonavos r.",2020-08-15,-32,NA,NA,19,-3,NA
"Kauno apskr.","Jonavos r.",2020-08-16,-23,NA,NA,NA,7,NA
"Kauno apskr.","Jonavos r.",2020-08-17,NA,NA,NA,NA,-33,0
"Kauno apskr.","Jonavos r.",2020-08-18,NA,NA,NA,NA,-30,1
"Kauno apskr.","Jonavos r.",2020-08-19,NA,NA,NA,NA,-29,1
"Kauno apskr.","Jonavos r.",2020-08-20,NA,NA,NA,NA,-29,1
"Kauno apskr.","Jonavos r.",2020-08-21,NA,NA,NA,NA,-29,-1
"Kauno apskr.","Jonavos r.",2020-08-24,NA,NA,NA,NA,-29,2
"Kauno apskr.","Jonavos r.",2020-08-25,NA,NA,NA,NA,-27,1
"Kauno apskr.","Jonavos r.",2020-08-26,NA,NA,NA,NA,-26,2
"Kauno apskr.","Jonavos r.",2020-08-27,NA,NA,NA,NA,-25,1
"Kauno apskr.","Jonavos r.",2020-08-28,NA,NA,NA,NA,-24,-1
"Kauno apskr.","Jonavos r.",2020-08-31,NA,NA,NA,NA,-25,3
"Kauno apskr.","Jonavos r.",2020-09-01,NA,NA,NA,NA,-27,1
"Kauno apskr.","Jonavos r.",2020-09-02,NA,NA,NA,NA,-20,-1
"Kauno apskr.","Jonavos r.",2020-09-03,NA,NA,NA,NA,-21,-3
"Kauno apskr.","Jonavos r.",2020-09-04,NA,NA,NA,NA,-18,-3
"Kauno apskr.","Jonavos r.",2020-09-07,NA,NA,NA,NA,-20,-1
"Kauno apskr.","Jonavos r.",2020-09-08,NA,NA,NA,NA,-23,-1
"Kauno apskr.","Jonavos r.",2020-09-09,NA,NA,NA,NA,-17,-3
"Kauno apskr.","Jonavos r.",2020-09-10,NA,NA,NA,NA,-21,-4
"Kauno apskr.","Jonavos r.",2020-09-11,-24,NA,NA,21,-21,-7
"Kauno apskr.","Jonavos r.",2020-09-12,-26,NA,NA,27,-6,NA
"Kauno apskr.","Jonavos r.",2020-09-13,-29,NA,NA,NA,6,NA
