"day","end","incidence","confirmed"
2020-05-28,2020-05-12,0,1574
2020-05-29,2020-05-12,0,1574
2020-05-30,2020-05-12,0,1574
2020-05-31,2020-05-12,0,1574
2020-06-01,2020-05-12,0,1574
2020-06-02,2020-05-12,0,1574
2020-06-03,2020-05-12,0,1574
2020-06-04,2020-05-12,0,1574
2020-06-05,2020-05-12,0,1574
2020-06-06,2020-05-12,0,1574
2020-06-07,2020-05-12,0,1574
2020-06-08,2020-05-12,0,1574
2020-06-09,2020-05-12,0,1574
2020-06-10,2020-05-12,0,1574
2020-06-11,2020-05-12,0,1574
2020-03-11,2020-05-13,2,3
2020-03-12,2020-05-13,1,4
2020-03-13,2020-05-13,3,7
2020-03-14,2020-05-13,4,11
2020-03-15,2020-05-13,6,17
2020-03-16,2020-05-13,9,26
2020-03-17,2020-05-13,12,38
2020-03-18,2020-05-13,16,54
2020-03-19,2020-05-13,20,74
2020-03-20,2020-05-13,24,98
2020-03-21,2020-05-13,29,127
2020-03-22,2020-05-13,34,161
2020-03-23,2020-05-13,39,200
2020-03-24,2020-05-13,44,244
2020-03-25,2020-05-13,48,292
2020-03-26,2020-05-13,51,343
2020-03-27,2020-05-13,54,397
2020-03-28,2020-05-13,55,452
2020-03-29,2020-05-13,56,508
2020-03-30,2020-05-13,56,564
2020-03-31,2020-05-13,55,619
2020-04-01,2020-05-13,53,672
2020-04-02,2020-05-13,51,723
2020-04-03,2020-05-13,48,771
2020-04-04,2020-05-13,44,815
2020-04-05,2020-05-13,41,856
2020-04-06,2020-05-13,37,893
2020-04-07,2020-05-13,35,928
2020-04-08,2020-05-13,33,961
2020-04-09,2020-05-13,31,992
2020-04-10,2020-05-13,30,1022
2020-04-11,2020-05-13,30,1052
2020-04-12,2020-05-13,30,1082
2020-04-13,2020-05-13,31,1113
2020-04-14,2020-05-13,31,1144
2020-04-15,2020-05-13,32,1176
2020-04-16,2020-05-13,33,1209
2020-04-17,2020-05-13,34,1243
2020-04-18,2020-05-13,34,1277
2020-04-19,2020-05-13,33,1310
2020-04-20,2020-05-13,32,1342
2020-04-21,2020-05-13,30,1372
2020-04-22,2020-05-13,28,1400
2020-04-23,2020-05-13,25,1425
2020-04-24,2020-05-13,22,1447
2020-04-25,2020-05-13,20,1467
2020-04-26,2020-05-13,17,1484
2020-04-27,2020-05-13,15,1499
2020-04-28,2020-05-13,13,1512
2020-04-29,2020-05-13,11,1523
2020-04-30,2020-05-13,9,1532
2020-05-01,2020-05-13,8,1540
2020-05-02,2020-05-13,6,1546
2020-05-03,2020-05-13,5,1551
2020-05-04,2020-05-13,4,1555
2020-05-05,2020-05-13,4,1559
2020-05-06,2020-05-13,3,1562
2020-05-07,2020-05-13,2,1564
2020-05-08,2020-05-13,2,1566
2020-05-09,2020-05-13,2,1568
2020-05-10,2020-05-13,1,1569
2020-05-11,2020-05-13,1,1570
2020-05-12,2020-05-13,1,1571
2020-05-13,2020-05-13,1,1572
2020-05-14,2020-05-13,1,1573
2020-05-15,2020-05-13,1,1574
2020-05-16,2020-05-13,0,1574
2020-05-17,2020-05-13,0,1574
2020-05-18,2020-05-13,0,1574
2020-05-19,2020-05-13,0,1574
2020-05-20,2020-05-13,0,1574
2020-05-21,2020-05-13,0,1574
2020-05-22,2020-05-13,0,1574
2020-05-23,2020-05-13,0,1574
2020-05-24,2020-05-13,0,1574
2020-05-25,2020-05-13,0,1574
2020-05-26,2020-05-13,0,1574
2020-05-27,2020-05-13,0,1574
2020-05-28,2020-05-13,0,1574
2020-05-29,2020-05-13,0,1574
2020-05-30,2020-05-13,0,1574
2020-05-31,2020-05-13,0,1574
2020-06-01,2020-05-13,0,1574
2020-06-02,2020-05-13,0,1574
2020-06-03,2020-05-13,0,1574
2020-06-04,2020-05-13,0,1574
2020-06-05,2020-05-13,0,1574
2020-06-06,2020-05-13,0,1574
2020-06-07,2020-05-13,0,1574
2020-06-08,2020-05-13,0,1574
2020-06-09,2020-05-13,0,1574
2020-06-10,2020-05-13,0,1574
2020-06-11,2020-05-13,0,1574
2020-06-12,2020-05-13,0,1574
2020-03-11,2020-05-14,2,3
2020-03-12,2020-05-14,1,4
2020-03-13,2020-05-14,3,7
2020-03-14,2020-05-14,4,11
2020-03-15,2020-05-14,6,17
2020-03-16,2020-05-14,9,26
2020-03-17,2020-05-14,12,38
2020-03-18,2020-05-14,16,54
2020-03-19,2020-05-14,20,74
2020-03-20,2020-05-14,25,99
2020-03-21,2020-05-14,29,128
2020-03-22,2020-05-14,34,162
2020-03-23,2020-05-14,39,201
2020-03-24,2020-05-14,44,245
2020-03-25,2020-05-14,48,293
2020-03-26,2020-05-14,51,344
2020-03-27,2020-05-14,54,398
2020-03-28,2020-05-14,55,453
2020-03-29,2020-05-14,56,509
2020-03-30,2020-05-14,56,565
2020-03-31,2020-05-14,55,620
2020-04-01,2020-05-14,53,673
2020-04-02,2020-05-14,51,724
2020-04-03,2020-05-14,48,772
2020-04-04,2020-05-14,44,816
2020-04-05,2020-05-14,41,857
2020-04-06,2020-05-14,37,894
2020-04-07,2020-05-14,35,929
2020-04-08,2020-05-14,33,962
2020-04-09,2020-05-14,31,993
2020-04-10,2020-05-14,30,1023
2020-04-11,2020-05-14,30,1053
2020-04-12,2020-05-14,30,1083
2020-04-13,2020-05-14,31,1114
2020-04-14,2020-05-14,31,1145
2020-04-15,2020-05-14,32,1177
2020-04-16,2020-05-14,33,1210
2020-04-17,2020-05-14,34,1244
2020-04-18,2020-05-14,34,1278
2020-04-19,2020-05-14,33,1311
2020-04-20,2020-05-14,32,1343
2020-04-21,2020-05-14,30,1373
2020-04-22,2020-05-14,28,1401
2020-04-23,2020-05-14,25,1426
2020-04-24,2020-05-14,23,1449
2020-04-25,2020-05-14,20,1469
2020-04-26,2020-05-14,17,1486
2020-04-27,2020-05-14,15,1501
2020-04-28,2020-05-14,13,1514
2020-04-29,2020-05-14,11,1525
2020-04-30,2020-05-14,9,1534
2020-05-01,2020-05-14,8,1542
2020-05-02,2020-05-14,6,1548
2020-05-03,2020-05-14,5,1553
2020-05-04,2020-05-14,4,1557
2020-05-05,2020-05-14,4,1561
2020-05-06,2020-05-14,3,1564
2020-05-07,2020-05-14,2,1566
2020-05-08,2020-05-14,2,1568
2020-05-09,2020-05-14,2,1570
2020-05-10,2020-05-14,1,1571
2020-05-11,2020-05-14,1,1572
2020-05-12,2020-05-14,1,1573
2020-05-13,2020-05-14,1,1574
2020-05-14,2020-05-14,1,1575
2020-05-15,2020-05-14,1,1576
2020-05-16,2020-05-14,0,1576
2020-05-17,2020-05-14,0,1576
2020-05-18,2020-05-14,0,1576
2020-05-19,2020-05-14,0,1576
2020-05-20,2020-05-14,0,1576
2020-05-21,2020-05-14,0,1576
2020-05-22,2020-05-14,0,1576
2020-05-23,2020-05-14,0,1576
2020-05-24,2020-05-14,0,1576
2020-05-25,2020-05-14,0,1576
2020-05-26,2020-05-14,0,1576
2020-05-27,2020-05-14,0,1576
2020-05-28,2020-05-14,0,1576
2020-05-29,2020-05-14,0,1576
2020-05-30,2020-05-14,0,1576
2020-05-31,2020-05-14,0,1576
2020-06-01,2020-05-14,0,1576
2020-06-02,2020-05-14,0,1576
2020-06-03,2020-05-14,0,1576
2020-06-04,2020-05-14,0,1576
2020-06-05,2020-05-14,0,1576
2020-06-06,2020-05-14,0,1576
2020-06-07,2020-05-14,0,1576
2020-06-08,2020-05-14,0,1576
2020-06-09,2020-05-14,0,1576
2020-06-10,2020-05-14,0,1576
2020-06-11,2020-05-14,0,1576
2020-06-12,2020-05-14,0,1576
2020-06-13,2020-05-14,0,1576
2020-03-11,2020-05-15,2,3
2020-03-12,2020-05-15,1,4
2020-03-13,2020-05-15,2,6
2020-03-14,2020-05-15,3,9
2020-03-15,2020-05-15,4,13
2020-03-16,2020-05-15,6,19
2020-03-17,2020-05-15,8,27
2020-03-18,2020-05-15,11,38
2020-03-19,2020-05-15,14,52
2020-03-20,2020-05-15,18,70
2020-03-21,2020-05-15,23,93
2020-03-22,2020-05-15,27,120
2020-03-23,2020-05-15,32,152
2020-03-24,2020-05-15,37,189
2020-03-25,2020-05-15,41,230
2020-03-26,2020-05-15,45,275
2020-03-27,2020-05-15,47,322
2020-03-28,2020-05-15,48,370
2020-03-29,2020-05-15,48,418
2020-03-30,2020-05-15,47,465
2020-03-31,2020-05-15,44,509
2020-04-01,2020-05-15,42,551
2020-04-02,2020-05-15,39,590
2020-04-03,2020-05-15,36,626
2020-04-04,2020-05-15,33,659
2020-04-05,2020-05-15,31,690
2020-04-06,2020-05-15,29,719
2020-04-07,2020-05-15,29,748
2020-04-08,2020-05-15,29,777
2020-04-09,2020-05-15,30,807
2020-04-10,2020-05-15,32,839
2020-04-11,2020-05-15,34,873
2020-04-12,2020-05-15,37,910
2020-04-13,2020-05-15,40,950
2020-04-14,2020-05-15,43,993
2020-04-15,2020-05-15,45,1038
2020-04-16,2020-05-15,46,1084
2020-04-17,2020-05-15,46,1130
2020-04-18,2020-05-15,44,1174
2020-04-19,2020-05-15,42,1216
2020-04-20,2020-05-15,39,1255
2020-04-21,2020-05-15,36,1291
2020-04-22,2020-05-15,32,1323
2020-04-23,2020-05-15,28,1351
2020-04-24,2020-05-15,25,1376
2020-04-25,2020-05-15,21,1397
2020-04-26,2020-05-15,18,1415
2020-04-27,2020-05-15,15,1430
2020-04-28,2020-05-15,13,1443
2020-04-29,2020-05-15,11,1454
2020-04-30,2020-05-15,9,1463
2020-05-01,2020-05-15,7,1470
2020-05-02,2020-05-15,6,1476
2020-05-03,2020-05-15,5,1481
2020-05-04,2020-05-15,4,1485
2020-05-05,2020-05-15,3,1488
2020-05-06,2020-05-15,3,1491
2020-05-07,2020-05-15,2,1493
2020-05-08,2020-05-15,2,1495
2020-05-09,2020-05-15,1,1496
2020-05-10,2020-05-15,1,1497
2020-05-11,2020-05-15,1,1498
2020-05-12,2020-05-15,1,1499
2020-05-13,2020-05-15,1,1500
2020-05-14,2020-05-15,0,1500
2020-05-15,2020-05-15,0,1500
2020-05-16,2020-05-15,0,1500
2020-05-17,2020-05-15,0,1500
2020-05-18,2020-05-15,0,1500
2020-05-19,2020-05-15,0,1500
2020-05-20,2020-05-15,0,1500
2020-05-21,2020-05-15,0,1500
2020-05-22,2020-05-15,0,1500
2020-05-23,2020-05-15,0,1500
2020-05-24,2020-05-15,0,1500
2020-05-25,2020-05-15,0,1500
2020-05-26,2020-05-15,0,1500
2020-05-27,2020-05-15,0,1500
2020-05-28,2020-05-15,0,1500
2020-05-29,2020-05-15,0,1500
2020-05-30,2020-05-15,0,1500
2020-05-31,2020-05-15,0,1500
2020-06-01,2020-05-15,0,1500
2020-06-02,2020-05-15,0,1500
2020-06-03,2020-05-15,0,1500
2020-06-04,2020-05-15,0,1500
2020-06-05,2020-05-15,0,1500
2020-06-06,2020-05-15,0,1500
2020-06-07,2020-05-15,0,1500
2020-06-08,2020-05-15,0,1500
2020-06-09,2020-05-15,0,1500
2020-06-10,2020-05-15,0,1500
2020-06-11,2020-05-15,0,1500
2020-06-12,2020-05-15,0,1500
2020-06-13,2020-05-15,0,1500
2020-06-14,2020-05-15,0,1500
2020-03-11,2020-05-16,2,3
2020-03-12,2020-05-16,1,4
2020-03-13,2020-05-16,3,7
2020-03-14,2020-05-16,4,11
2020-03-15,2020-05-16,6,17
2020-03-16,2020-05-16,9,26
2020-03-17,2020-05-16,12,38
2020-03-18,2020-05-16,16,54
2020-03-19,2020-05-16,20,74
2020-03-20,2020-05-16,25,99
2020-03-21,2020-05-16,30,129
2020-03-22,2020-05-16,34,163
2020-03-23,2020-05-16,39,202
2020-03-24,2020-05-16,44,246
2020-03-25,2020-05-16,48,294
2020-03-26,2020-05-16,51,345
2020-03-27,2020-05-16,54,399
2020-03-28,2020-05-16,55,454
2020-03-29,2020-05-16,56,510
2020-03-30,2020-05-16,56,566
2020-03-31,2020-05-16,55,621
2020-04-01,2020-05-16,53,674
2020-04-02,2020-05-16,51,725
2020-04-03,2020-05-16,48,773
2020-04-04,2020-05-16,44,817
2020-04-05,2020-05-16,41,858
2020-04-06,2020-05-16,37,895
2020-04-07,2020-05-16,35,930
2020-04-08,2020-05-16,33,963
2020-04-09,2020-05-16,31,994
2020-04-10,2020-05-16,30,1024
2020-04-11,2020-05-16,30,1054
2020-04-12,2020-05-16,30,1084
2020-04-13,2020-05-16,31,1115
2020-04-14,2020-05-16,31,1146
2020-04-15,2020-05-16,32,1178
2020-04-16,2020-05-16,33,1211
2020-04-17,2020-05-16,34,1245
2020-04-18,2020-05-16,34,1279
2020-04-19,2020-05-16,33,1312
2020-04-20,2020-05-16,32,1344
2020-04-21,2020-05-16,30,1374
2020-04-22,2020-05-16,28,1402
2020-04-23,2020-05-16,25,1427
2020-04-24,2020-05-16,23,1450
2020-04-25,2020-05-16,20,1470
2020-04-26,2020-05-16,17,1487
2020-04-27,2020-05-16,15,1502
2020-04-28,2020-05-16,13,1515
2020-04-29,2020-05-16,11,1526
2020-04-30,2020-05-16,9,1535
2020-05-01,2020-05-16,8,1543
2020-05-02,2020-05-16,7,1550
2020-05-03,2020-05-16,5,1555
2020-05-04,2020-05-16,5,1560
2020-05-05,2020-05-16,4,1564
2020-05-06,2020-05-16,3,1567
2020-05-07,2020-05-16,3,1570
2020-05-08,2020-05-16,2,1572
2020-05-09,2020-05-16,2,1574
2020-05-10,2020-05-16,1,1575
